id,role_label,experience_years,education_level,degree,skills,certifications,projects_summary,professional_summary,source
RES-0213,Frontend Developer,4,Master's,Diploma in Web Development,Next.js|Webpack|Zustand|TypeScript|GraphQL|Accessibility|JavaScript|Cross-browser Compatibility|REST API|PWA|SEO|Figma|Git,,Implemented WCAG 2.1 AA accessibility standards across the entire application.,"Frontend developer with 4 years building responsive, accessible UIs with Next.js, Cross-browser Compatibility, Zustand.",synthetic
RES-0374,Frontend Developer,11,Bachelor's,B.Sc. Computer Science,Webpack|Cross-browser Compatibility|CSS3|TypeScript|TailwindCSS|SASS|Web Animations|Storybook|Figma,Google UX Design|AWS Cloud Practitioner,"Rebuilt company dashboard in REST API, improving load time by 31%. // Implemented WCAG 2.1 AA accessibility standards across the entire application. // Reduced bundle size by 27% through code splitting and lazy loading.","Frontend developer with 11 years building responsive, accessible UIs with Web Animations, SASS, Webpack.",public_profile_anonymized
RES-0373,Frontend Developer,6,Master's,B.Sc. Computer Science,Webpack|Vue.js|TypeScript|GraphQL|Accessibility|Git|Web Animations|Performance Optimisation|PWA|CI/CD|Storybook,,Developed a reusable component library with 7+ components used across 8 products. // Reduced bundle size by 34% through code splitting and lazy loading.,"Creative UI engineer with 6+ years of experience crafting pixel-perfect interfaces using Storybook, PWA, Git.",public_profile_anonymized
RES-0469,Full-Stack Developer,12,Associate's,M.Sc. Software Engineering,Git|Node.js|CSS3|GraphQL|Python|GitHub Actions|Microservices|Jest|Kubernetes,AWS Certified Developer|Meta Front-End Developer,Shipped end-to-end feature that increased user retention by 57%. // Shipped end-to-end feature that increased user retention by 33%. // Integrated third-party payment gateway handling 11k transactions/month.,"Full-stack engineer with 12+ years building and shipping products with GraphQL, CSS3, Node.js.",synthetic
RES-0968,Mobile Developer,4,Associate's,B.Tech Mobile Computing,Objective-C|React Native|Android Studio|Firebase|Android|iOS|Java|REST API|In-App Purchases|Unit Testing|Performance Profiling|XCTest|MobX|Fastlane,,Shipped iOS and Android apps with 47k+ downloads in first month.,"Experienced app engineer with 4+ years shipping production mobile apps in XCTest, In-App Purchases, iOS.",synthetic
RES-0760,DevOps Engineer,3,Master's,B.Sc. Computer Science,GCP|Jenkins|Bash|Terraform|Helm|Monitoring|Grafana|Vagrant|ELK Stack|Jaeger|Loki|Service Mesh,AWS DevOps Engineer Professional,Containerised 28 legacy services with Docker and orchestrated with Kubernetes.,"DevOps engineer with 3 years automating infrastructure and improving deployment pipelines using Helm, ELK Stack, Terraform.",synthetic
RES-0129,Backend Developer,9,Associate's,M.Sc. Computer Science,Ruby|Rust|C#|ORM|NestJS|Elasticsearch|AWS|Go|FastAPI|JWT|CI/CD|pytest|Apache Kafka|Jenkins,,"Led migration of monolith to microservices, reducing deployment time by 16%. // Led migration of monolith to microservices, reducing deployment time by 17%. // Optimised PostgreSQL query performance, cutting average response time by 57%.","Experienced server-side developer specialising in Jenkins, Go, C# with 9 years of professional experience.",synthetic
RES-0445,Full-Stack Developer,9,Master's,B.E. Software Engineering,CSS3|JavaScript|HTML5|Docker|Python|PostgreSQL|Next.js|Node.js|FastAPI|TailwindCSS|MongoDB|CI/CD|GitHub Actions|OAuth2|Kubernetes|Microservices|Terraform|JWT,AWS Certified Developer,Integrated third-party payment gateway handling 32k transactions/month. // Delivered a full-stack SaaS platform from design to production in 34 months. // Delivered a full-stack SaaS platform from design to production in 49 months.,"Full-stack engineer with 9+ years building and shipping products with CI/CD, Next.js, JavaScript.",synthetic
RES-0560,Data Scientist,2,Ph.D.,M.Sc. Data Science,Deep Learning|Jupyter|Scikit-learn|Feature Engineering|PyTorch|A/B Testing|Data Visualisation|Statistics|SQL|Git|Airflow|GCP Vertex AI|Hypothesis Testing|Azure ML|Power BI,AWS Machine Learning Specialty|Google Professional Data Engineer,"Built a churn prediction model with 47% accuracy, saving 39k ARR.","Machine learning practitioner with 2 years building predictive models with Airflow, Azure ML, SQL.",public_profile_anonymized
RES-0305,Frontend Developer,5,Bachelor's,B.A. Web Design,Zustand|HTML5|SASS|Vite|Webpack|Responsive Design|CSS3|Vue.js|SEO|Figma,,"Rebuilt company dashboard in Cross-browser Compatibility, improving load time by 30%.","Passionate frontend engineer with 5 years of hands-on experience in CSS3, Figma, SEO.",synthetic
RES-0795,DevOps Engineer,4,Bootcamp/Certification,B.Tech Computer Engineering,Grafana|AWS|Kubernetes|Ansible|GCP|Bash|Prometheus|Docker|Site Reliability Engineering|Infrastructure as Code|Cost Optimisation|Vault|Istio|Capacity Planning|Security Hardening|Vagrant,CKA (Kubernetes)|Google Professional DevOps Engineer,Achieved 41% cost reduction by right-sizing cloud infrastructure on CI/CD. // Containerised 43 legacy services with Docker and orchestrated with Kubernetes. // Reduced deployment lead time from 15 days to 5 hours by redesigning CI/CD pipeline.,"DevOps engineer with 4 years automating infrastructure and improving deployment pipelines using Security Hardening, Vault, Ansible.",synthetic
RES-0139,Backend Developer,8,Associate's,B.Sc. Computer Science,Message Queues|Microservices|Docker|MySQL|MongoDB|GCP|Express.js|Terraform|API Design|Linux|Bash|RabbitMQ,AWS Certified Developer|MongoDB Associate,Built a real-time notification service using MongoDB and message queues.,"Results-driven backend developer with 8+ years designing and maintaining distributed systems in MongoDB, GCP, Message Queues.",kaggle_anonymized
RES-0844,Cloud Architect,1,Ph.D.,M.Sc. Cloud Computing,Disaster Recovery|Serverless|Terraform|GCP|Load Balancing|AWS|Lambda|Auto Scaling|IAM|Multi-cloud Strategy|Vault|GDPR|Service Mesh|Istio,AWS Solutions Architect Professional,Established cloud governance framework adopted across 3 business units. // Established cloud governance framework adopted across 37 business units.,"Solutions architect with 1 years architecting multi-cloud environments with Load Balancing, IAM, Serverless.",kaggle_anonymized
RES-0545,Full-Stack Developer,6,Master's,M.Sc. Software Engineering,GraphQL|FastAPI|Next.js|Docker|HTML5|PostgreSQL|TailwindCSS|Redis|MongoDB|OAuth2|Scrum|WebSockets|GitHub Actions|JWT|Nginx,,Built an internal tooling dashboard serving 38+ engineering teams. // Shipped end-to-end feature that increased user retention by 28%.,"Versatile engineer comfortable across the stack with 6 years of experience in GraphQL, MongoDB, WebSockets.",synthetic
RES-0582,Data Scientist,9,Bootcamp/Certification,Ph.D. Computer Science,R|SQL|Natural Language Processing|Statistics|Feature Engineering|TensorFlow|Jupyter|Deep Learning|Hypothesis Testing|dbt|Docker|Git|Experiment Tracking|Hadoop,AWS Machine Learning Specialty,Developed a recommendation engine improving click-through rate by 15%.,"Machine learning practitioner with 9 years building predictive models with Jupyter, Experiment Tracking, Docker.",kaggle_anonymized
RES-0396,Full-Stack Developer,10,Bachelor's,M.Sc. Software Engineering,JavaScript|Python|CI/CD|React|CSS3|Nginx|Agile,AWS Certified Developer,Integrated third-party payment gateway handling 15k transactions/month. // Shipped end-to-end feature that increased user retention by 33%. // Integrated third-party payment gateway handling 28k transactions/month.,"Full-stack engineer with 10+ years building and shipping products with CI/CD, Nginx, Python.",synthetic
RES-0009,Backend Developer,12,Master's,M.Sc. Computer Science,Node.js|Message Queues|Redis|PostgreSQL|MySQL|Azure|C#|Microservices|GCP|Java|Apache Kafka|Bash|API Design,,"Led migration of monolith to microservices, reducing deployment time by 54%. // Built a real-time notification service using Rust and message queues. // Built a real-time notification service using Go and message queues.","Backend engineer with 12 years of experience building scalable APIs and microservices using GCP, PostgreSQL, API Design.",synthetic
RES-0446,Full-Stack Developer,8,Associate's,B.Sc. Computer Science,React|CI/CD|GraphQL|Git|TailwindCSS|REST API|PostgreSQL|MongoDB|Nginx|Agile,,Delivered a full-stack SaaS platform from design to production in 39 months.,"Full-stack developer with 8 years delivering end-to-end web applications using Agile, React, REST API.",synthetic
RES-0050,Backend Developer,11,Ph.D.,B.Sc. Computer Science,Spring Boot|gRPC|Elasticsearch|AWS|GraphQL|C#|SQL|Microservices|NestJS|RabbitMQ|pytest|CI/CD|Bash|GitHub Actions,,"Optimised PostgreSQL query performance, cutting average response time by 58%. // Optimised PostgreSQL query performance, cutting average response time by 19%. // Designed and maintained a high-throughput REST API serving 40k requests/day.","Backend engineer with 11 years of experience building scalable APIs and microservices using RabbitMQ, Elasticsearch, NestJS.",synthetic
RES-0938,Mobile Developer,8,Bootcamp/Certification,B.Sc. Computer Science,App Store Deployment|REST API|Xcode|Kotlin|Android|Java|Dart|Flutter|Firebase|iOS|React Native|Play Store Deployment|Unit Testing|Analytics|MobX|Crashlytics,AWS Mobile Developer|Apple App Development with Swift,Achieved 27% reduction in app cold-start time through performance profiling.,"Experienced app engineer with 8+ years shipping production mobile apps in Kotlin, Java, Analytics.",synthetic
RES-0290,Frontend Developer,1,Bachelor's,B.Tech Information Technology,Vue.js|Redux|GraphQL|Webpack|CSS3|React|JavaScript|REST API|Nuxt.js|Vite|TypeScript|SEO|Storybook|Cypress|D3.js,Meta Front-End Developer,"Reduced bundle size by 28% through code splitting and lazy loading. // Rebuilt company dashboard in Webpack, improving load time by 34%.","Creative UI engineer with 1+ years of experience crafting pixel-perfect interfaces using Nuxt.js, SEO, Storybook.",synthetic
RES-0438,Full-Stack Developer,12,Bootcamp/Certification,B.Sc. Computer Science,Node.js|React|HTML5|PostgreSQL|Git|Python|TypeScript|JWT|Scrum|OAuth2|Nginx,,Built an internal tooling dashboard serving 23+ engineering teams.,"Full-stack developer with 12 years delivering end-to-end web applications using HTML5, TypeScript, JWT.",synthetic
RES-0314,Frontend Developer,5,Master's,B.A. Web Design,Webpack|HTML5|TailwindCSS|SASS|REST API|GraphQL|Nuxt.js|Next.js|Vue.js|CSS3|Angular|Storybook|Chart.js,AWS Cloud Practitioner|Meta Front-End Developer,Reduced bundle size by 57% through code splitting and lazy loading. // Reduced bundle size by 44% through code splitting and lazy loading.,"Creative UI engineer with 5+ years of experience crafting pixel-perfect interfaces using HTML5, CSS3, Nuxt.js.",synthetic
RES-0035,Backend Developer,3,Bachelor's,B.Tech Information Technology,Java|ORM|Azure|MongoDB|Ruby|Redis|Microservices|FastAPI|JWT|Celery|API Design|Bash,,Built a real-time notification service using SQL and message queues.,"Backend engineer with 3 years of experience building scalable APIs and microservices using Celery, Redis, Java.",synthetic
RES-0999,Mobile Developer,5,Bootcamp/Certification,Diploma in Mobile App Development,App Store Deployment|Flutter|REST API|iOS|Xcode|Java|Dart|Objective-C|Play Store Deployment|Fastlane|UI Testing,Google Associate Android Developer,Reduced app crash rate from 3% to 1.1% through systematic debugging.,"Mobile developer with 5 years building cross-platform and native apps using Objective-C, iOS, REST API.",synthetic
RES-0602,Data Scientist,6,Ph.D.,M.Sc. Statistics,Matplotlib|Deep Learning|Natural Language Processing|R|PyTorch|Machine Learning|TensorFlow|Seaborn|Scikit-learn|Git|dbt,Google Professional Data Engineer,Developed a recommendation engine improving click-through rate by 33%.,"Data scientist with 6 years transforming raw data into actionable insights using Natural Language Processing, Machine Learning, dbt.",synthetic
RES-0271,Frontend Developer,9,Ph.D.,B.Tech Information Technology,GraphQL|JavaScript|Webpack|React|TypeScript|Zustand|Nuxt.js|Figma|GitHub|Git|Node.js,Meta Front-End Developer,"Implemented WCAG 2.1 AA accessibility standards across the entire application. // Rebuilt company dashboard in GraphQL, improving load time by 22%. // Implemented WCAG 2.1 AA accessibility standards across the entire application.","Frontend developer with 9 years building responsive, accessible UIs with Nuxt.js, Figma, GitHub.",kaggle_anonymized
RES-0400,Full-Stack Developer,12,Master's,B.Sc. Computer Science,Git|Python|TypeScript|FastAPI|REST API|Next.js|HTML5|Node.js|AWS|CSS3|OAuth2|Jest,,Delivered a full-stack SaaS platform from design to production in 2 months.,"Versatile engineer comfortable across the stack with 12 years of experience in OAuth2, AWS, FastAPI.",kaggle_anonymized
RES-0580,Data Scientist,5,Ph.D.,M.Sc. Machine Learning,Statistics|Matplotlib|Feature Engineering|PyTorch|A/B Testing|R|Scikit-learn|Seaborn|SQL|NumPy|Data Visualisation|Python|Spark|Git|Azure ML|MLflow|Docker|Looker,IBM Data Science Professional,Automated ETL pipelines reducing manual data preparation by 27%. // Published research on NumPy applied to time-series forecasting.,"Analytical data scientist with 5+ years of experience in Looker, PyTorch, Spark and statistical modelling.",synthetic
RES-0281,Frontend Developer,7,Ph.D.,B.Tech Information Technology,Redux|Next.js|TailwindCSS|Zustand|JavaScript|Responsive Design|Angular|Figma|Cypress,,Implemented WCAG 2.1 AA accessibility standards across the entire application. // Implemented WCAG 2.1 AA accessibility standards across the entire application. // Implemented WCAG 2.1 AA accessibility standards across the entire application.,"Frontend developer with 7 years building responsive, accessible UIs with TailwindCSS, Cypress, Figma.",synthetic
